Station,Date,Tavg,DewPoint,Heat,Cool,PrecipTotal,SeaLevel,ResultSpeed,ResultDir,Sunrise,Sunset,RHumidity
1,2011-05-07,52.0,44,13,0,0.0,29.85,5.1,5,04:41,18:56,74.0827964382329
2,2011-05-07,53.0,46,12,0,0.0,29.84,5.3,5,04:41,18:56,77.04691322237962
1,2011-05-08,54.0,43,11,0,0.0,29.98,6.6,6,04:39,18:57,66.25878005367007
2,2011-05-08,56.0,44,9,0,0.0,29.97,6.9,6,04:39,18:57,64.0132635887432
1,2011-05-09,60.0,45,5,0,0.0,29.89,14.3,11,04:38,18:58,57.603838422320244
2,2011-05-09,62.0,46,2,0,0.0,29.89,15.3,12,04:38,18:58,55.73631566879558
1,2011-05-10,76.0,61,0,11,0.0,29.72,6.2,14,04:37,18:59,59.75241167088612
2,2011-05-10,78.0,60,0,13,0.0,29.71,7.3,17,04:37,18:59,53.97125809200247
1,2011-05-11,75.0,66,0,10,0.13,29.8,3.5,14,04:36,18:00,73.61393026416867
2,2011-05-11,78.0,65,0,13,0.28,29.78,4.4,14,04:36,18:00,64.36023541711909
1,2011-05-12,72.0,63,0,7,0.29,29.79,5.6,19,04:35,19:01,73.32748485196429
2,2011-05-12,75.0,61,0,10,0.02,29.78,4.3,19,04:35,19:01,61.777544009622254
1,2011-05-13,62.0,54,3,0,0.02,29.73,10.1,3,04:34,19:02,75.03763863657981
2,2011-05-13,62.0,54,3,0,0.01,29.71,10.5,1,04:34,19:02,75.03763863657981
1,2011-05-14,49.0,47,16,0,0.31,29.73,16.7,2,04:33,19:03,92.77516122182568
2,2011-05-14,48.0,46,16,0,0.43,29.72,17.0,1,04:33,19:03,92.7443796878124
1,2011-05-15,44.0,36,21,0,0.31,29.86,21.4,2,04:32,19:04,73.28171316760088
2,2011-05-15,45.0,38,20,0,0.37,29.84,18.8,1,04:32,19:04,76.32467403297849
1,2011-05-16,44.0,30,20,0,0.0,30.01,13.5,2,04:31,19:05,57.60857456030561
2,2011-05-16,46.0,31,18,0,0.0,30.01,13.9,1,04:31,19:05,55.60338421794655
1,2011-05-17,50.0,33,15,0,0.0,29.96,12.2,3,04:30,19:06,51.874970116438256
2,2011-05-17,50.0,35,15,0,0.0,29.95,13.1,2,04:30,19:06,56.18678998889916
1,2011-05-18,53.0,48,12,0,0.07,29.89,6.2,2,04:29,19:07,83.07448222924974
2,2011-05-18,56.0,49,9,0,0.03,29.88,6.6,1,04:29,19:07,77.30972304092126
1,2011-05-19,60.0,53,4,0,0.0,30.0,3.6,2,04:28,19:08,77.65354848481702
2,2011-05-19,62.0,53,3,0,0.0,30.0,3.0,2,04:28,19:08,72.3407510277855
1,2011-05-20,62.0,54,3,0,0.0,30.03,5.5,6,04:27,19:09,75.03763863657981
2,2011-05-20,61.0,53,4,0,0.0,30.03,5.4,7,04:27,19:09,74.9443969251436
1,2011-05-21,62.0,59,2,0,0.01,29.87,7.0,15,04:26,19:10,89.89450862330301
2,2011-05-21,64.0,59,1,0,0.0,29.87,8.1,15,04:26,19:10,83.79480745527607
1,2011-05-22,74.0,60,0,9,0.58,29.7,10.3,19,04:25,19:11,61.65156162940663
2,2011-05-22,76.0,59,0,12,0.12,29.69,11.2,18,04:25,19:11,55.64738458327224
1,2011-05-23,70.0,59,0,5,0.0,29.62,10.0,25,04:25,19:12,68.10974812297766
2,2011-05-23,72.0,59,0,8,0.0,29.61,11.3,24,04:25,19:12,63.63694965420793
1,2011-05-24,56.0,47,8,0,0.11,29.86,12.0,4,04:24,19:13,71.72422019136161
2,2011-05-24,58.0,47,6,0,0.01,29.84,11.1,3,04:24,19:13,66.73487075122688
1,2011-05-25,57.0,52,8,0,2.24,29.67,10.7,3,04:23,19:14,83.34167836864621
2,2011-05-25,62.0,53,3,0,1.9,29.65,7.8,3,04:23,19:14,72.3407510277855
1,2011-05-26,46.0,40,19,0,1.06,29.84,17.7,2,04:22,19:15,79.4511902256218
2,2011-05-26,46.0,40,18,0,0.61,29.83,18.8,1,04:22,19:15,79.4511902256218
1,2011-05-27,49.0,41,16,0,0.0,29.93,7.3,5,04:22,19:16,73.78637425904542
2,2011-05-27,50.0,41,15,0,0.01,29.94,6.6,4,04:22,19:16,71.08848942637533
1,2011-05-28,56.0,55,8,0,0.12,29.83,6.0,18,04:21,19:16,96.43651138605759
2,2011-05-28,58.0,55,7,0,0.23,29.83,4.4,18,04:21,19:16,89.7281016911339
1,2011-05-29,61.0,59,4,0,1.88,29.86,3.6,11,04:21,19:17,93.12993907220985
2,2011-05-29,64.0,60,0,0,0.92,29.86,3.6,11,04:21,19:17,86.837168015172
1,2011-05-30,72.0,65,0,7,0.0,29.97,12.4,20,04:20,19:18,78.64171584654672
2,2011-05-30,78.0,65,0,13,0.0,29.96,11.2,19,04:20,19:18,64.36023541711909
1,2011-05-31,77.0,64,0,12,0.08,30.04,12.4,22,04:20,19:19,64.24102387606231
2,2011-05-31,78.0,65,0,14,0.0,30.02,12.4,22,04:20,19:19,64.36023541711909
1,2011-06-01,70.0,49,0,5,0.0,30.17,10.7,27,04:19,19:20,47.26884591481678
2,2011-06-01,72.0,49,0,8,0.0,30.15,11.5,26,04:19,19:20,44.16467907446139
1,2011-06-02,62.0,44,2,0,0.02,30.19,9.0,6,04:19,19:20,51.657661196293624
2,2011-06-02,63.0,45,2,0,0.0,30.18,8.9,6,04:19,19:20,51.80629485881768
1,2011-06-03,71.0,62,0,6,0.01,30.04,10.8,17,04:18,19:21,73.23103879949284
2,2011-06-03,72.0,61,0,8,0.18,30.03,10.0,16,04:18,19:21,68.33135540319206
1,2011-06-04,78.0,64,0,13,0.18,30.02,1.4,26,04:18,19:22,62.15225499128753
2,2011-06-04,79.0,64,0,14,0.5,30.0,3.0,26,04:18,19:22,60.13960745391395
1,2011-06-05,72.0,55,0,8,0.0,30.08,3.1,7,04:17,19:23,55.091227971046706
2,2011-06-05,74.0,55,0,9,0.01,30.06,2.7,8,04:17,19:23,51.50253858578978
1,2011-06-06,76.0,64,0,12,0.0,29.89,8.5,20,04:17,19:23,66.40910847963104
2,2011-06-06,78.0,63,0,13,0.0,29.88,7.8,20,04:17,19:23,60.01107855818599
1,2011-06-07,86.0,65,0,21,0.0,29.82,10.3,23,04:17,19:24,49.64507645893492
2,2011-06-07,86.0,64,0,22,0.0,29.8,9.7,23,04:17,19:24,47.94192300789762
1,2011-06-08,80.0,64,0,16,0.17,29.81,11.6,24,04:17,19:25,58.20002676000418
2,2011-06-08,82.0,63,0,17,0.69,29.8,9.3,23,04:17,19:25,52.649973466844635
1,2011-06-09,60.0,52,5,0,0.93,30.0,8.0,4,04:16,19:25,74.85066533341019
2,2011-06-09,60.0,54,4,0,2.17,29.98,7.0,4,04:16,19:25,80.5484989755463
1,2011-06-10,60.0,56,5,0,0.52,29.94,6.4,3,04:16,19:26,86.62496320741322
2,2011-06-10,61.0,56,4,0,0.44,29.92,6.1,1,04:16,19:26,83.60281986999829
1,2011-06-11,57.0,54,8,0,0.03,29.95,4.7,5,04:16,19:26,89.68587072399458
2,2011-06-11,59.0,54,6,0,0.1,29.94,5.4,2,04:16,19:26,83.47299494234967
1,2011-06-12,57.0,45,8,0,0.0,30.1,8.3,3,04:16,19:27,64.13838211334647
2,2011-06-12,58.0,45,7,0,0.0,30.09,9.4,2,04:16,19:27,61.87217012818393
1,2011-06-13,63.0,43,2,0,0.0,30.11,7.5,6,04:16,19:27,47.99897869343753
2,2011-06-13,64.0,43,1,0,0.0,30.11,8.0,6,04:16,19:27,46.34538974472218
1,2011-06-14,65.0,49,0,0,0.0,30.01,7.8,9,04:16,19:28,56.15935333944107
2,2011-06-14,68.0,49,0,3,0.0,30.0,7.8,9,04:16,19:28,50.620233146358515
1,2011-06-15,64.0,59,1,0,0.8,29.73,9.2,15,04:16,19:28,83.79480745527607
2,2011-06-15,64.0,59,0,0,0.84,29.73,8.4,16,04:16,19:28,83.79480745527607
1,2011-06-16,71.0,59,0,6,0.04,29.76,5.5,29,04:16,19:29,65.83068248854447
2,2011-06-16,72.0,59,0,7,0.03,29.75,6.6,26,04:16,19:29,63.63694965420793
1,2011-06-17,71.0,60,0,6,0.0,29.83,5.8,6,04:16,19:29,68.22081474275457
2,2011-06-17,73.0,60,0,8,0.0,29.81,5.3,7,04:16,19:29,63.75884189409329
1,2011-06-18,72.0,62,0,8,0.0,29.82,4.6,6,04:16,19:29,70.79069748395239
2,2011-06-18,73.0,62,0,8,0.0,29.8,4.5,8,04:16,19:29,68.44137294700022
1,2011-06-19,72.0,65,0,7,0.0,29.75,4.1,11,04:16,19:30,78.64171584654672
2,2011-06-19,74.0,65,0,9,0.0,29.73,3.7,14,04:16,19:30,73.51892767698158
1,2011-06-20,72.0,67,0,7,0.18,29.72,6.2,16,04:16,19:30,84.29113844084188
2,2011-06-20,74.0,67,0,10,1.23,29.7,8.0,16,04:16,19:30,78.80034208478955
1,2011-06-21,78.0,70,0,13,0.45,29.64,11.5,18,04:16,19:30,76.46535750657347
2,2011-06-21,79.0,70,0,14,0.08,29.63,11.0,18,04:16,19:30,73.98921543414879
1,2011-06-22,68.0,63,0,4,0.02,29.59,12.6,21,04:17,19:31,84.04576818014097
2,2011-06-22,70.0,62,0,6,0.02,29.59,12.9,21,04:17,19:31,75.76630560203299
1,2011-06-23,66.0,59,0,2,0.01,29.6,11.4,26,04:17,19:31,78.15557312319325
2,2011-06-23,68.0,60,0,3,0.05,29.6,12.6,26,04:17,19:31,75.58697418832249
1,2011-06-24,64.0,56,1,0,0.0,29.76,9.4,29,04:17,19:31,75.22266484350234
2,2011-06-24,64.0,55,1,0,0.0,29.76,8.5,29,04:17,19:31,72.54211374670008
1,2011-06-25,68.0,53,0,4,0.0,29.92,2.5,10,04:17,19:31,58.69596764953513
2,2011-06-25,70.0,52,0,5,0.0,29.91,3.9,9,04:17,19:31,52.83156593782089
1,2011-06-26,69.0,53,0,4,0.0,29.94,5.8,9,04:18,19:31,56.71557584367949
2,2011-06-26,72.0,53,0,7,0.0,29.93,6.5,9,04:18,19:31,51.210522217698816
1,2011-06-27,73.0,63,0,8,0.03,29.8,6.9,21,04:18,19:31,70.89397217984008
2,2011-06-27,74.0,64,0,9,0.14,29.79,6.4,21,04:18,19:31,70.99674371996448
1,2011-06-28,72.0,54,0,7,0.0,29.98,9.1,30,04:19,19:31,53.1196677663226
2,2011-06-28,73.0,53,0,8,0.0,29.97,7.2,30,04:19,19:31,49.51100320358756
1,2011-06-29,70.0,56,0,5,0.0,30.06,3.7,8,04:19,19:31,61.1421746910109
2,2011-06-29,72.0,55,0,7,0.0,30.04,3.9,8,04:19,19:31,55.091227971046706
1,2011-06-30,74.0,62,0,9,0.0,30.0,8.2,17,04:19,19:31,66.17933131928623
2,2011-06-30,78.0,61,0,13,0.03,29.99,9.2,16,04:19,19:31,55.92225541850748
1,2011-07-01,80.0,62,0,16,0.0,29.96,14.3,18,04:20,19:31,54.25092267518391
2,2011-07-01,80.0,63,0,15,0.01,29.95,10.4,18,04:20,19:31,56.19500657655519
1,2011-07-02,82.0,70,0,18,0.0,29.95,3.9,24,04:20,19:31,67.08593047449433
2,2011-07-02,83.0,71,0,18,0.0,29.94,3.1,23,04:20,19:31,67.19693770592839
1,2011-07-03,76.0,57,0,12,0.0,29.98,4.7,2,04:21,19:31,51.79248207523655
2,2011-07-03,78.0,58,0,13,0.0,29.96,4.4,3,04:21,19:31,50.247981025072676
1,2011-07-04,77.0,55,0,12,0.0,29.97,2.9,5,04:22,19:30,46.60179661221788
2,2011-07-04,78.0,53,0,13,0.0,29.95,3.3,7,04:22,19:30,41.91059707033887
1,2011-07-05,80.0,60,0,15,0.0,29.96,5.2,28,04:22,19:30,50.5392550224599
2,2011-07-05,80.0,59,0,15,0.0,29.94,4.9,26,04:22,19:30,48.768600362464646
1,2011-07-06,78.0,61,0,13,0.0,29.97,5.7,4,04:23,19:30,55.92225541850748
2,2011-07-06,79.0,60,0,14,0.0,29.95,5.9,4,04:23,19:30,52.22353196842017
1,2011-07-07,72.0,53,0,8,0.0,29.95,5.1,7,04:23,19:30,51.210522217698816
2,2011-07-07,74.0,55,0,9,0.07,29.93,5.7,7,04:23,19:30,51.50253858578978
1,2011-07-08,74.0,51,0,9,0.0,29.88,5.1,6,04:24,19:29,44.473791254469916
2,2011-07-08,76.0,52,0,11,0.0,29.86,5.2,4,04:24,19:29,43.164723830282384
1,2011-07-09,76.0,58,0,11,0.0,29.92,5.2,19,04:25,19:29,53.68950206624461
2,2011-07-09,78.0,60,0,14,0.0,29.9,5.4,18,04:25,19:29,53.97125809200247
1,2011-07-10,82.0,68,0,18,0.0,29.89,9.3,19,04:25,19:29,62.64440745427705
2,2011-07-10,83.0,67,0,18,0.0,29.87,7.8,19,04:25,19:29,58.59363005950207
1,2011-07-11,80.0,71,0,15,0.39,29.82,5.5,25,04:26,19:28,74.08186960685258
2,2011-07-11,80.0,70,0,15,0.13,29.81,5.3,24,04:26,19:28,71.6029668387688
1,2011-07-12,78.0,63,0,14,0.01,29.94,5.6,2,04:27,19:28,60.01107855818599
2,2011-07-12,80.0,64,0,15,0.01,29.92,4.5,4,04:27,19:28,58.20002676000418
1,2011-07-13,68.0,57,0,4,0.0,30.06,10.5,4,04:28,19:27,67.8860255670556
2,2011-07-13,70.0,57,0,5,0.0,30.04,11.6,4,04:28,19:27,63.391531070601204
1,2011-07-14,70.0,56,0,6,0.0,30.02,6.5,10,04:28,19:27,61.1421746910109
2,2011-07-14,74.0,56,0,9,0.0,30.0,7.3,9,04:28,19:27,53.40564257826917
1,2011-07-15,78.0,60,0,14,0.0,29.98,5.4,9,04:29,19:26,53.97125809200247
2,2011-07-15,78.0,60,0,14,0.0,29.96,6.2,10,04:29,19:26,53.97125809200247
1,2011-07-16,80.0,61,0,15,0.0,30.02,3.4,19,04:30,19:25,52.36618948569386
2,2011-07-16,82.0,60,0,17,0.0,30.0,2.5,19,04:30,19:25,47.351012092891956
1,2011-07-17,82.0,69,0,17,0.0,30.06,6.2,22,04:31,19:25,64.83182192304785
2,2011-07-17,84.0,69,0,20,0.0,30.04,6.8,23,04:31,19:25,60.77429405187472
1,2011-07-18,86.0,75,0,21,0.01,29.96,10.6,25,04:32,19:24,69.8252661727695
2,2011-07-18,87.0,74,0,22,0.0,29.94,11.2,24,04:32,19:24,65.40965911346186
1,2011-07-19,86.0,72,0,21,0.0,29.89,4.5,7,04:33,19:23,63.12817049389814
2,2011-07-19,86.0,73,0,21,0.0,29.86,3.2,6,04:33,19:23,65.2951135800496
1,2011-07-20,86.0,73,0,21,0.02,29.8,9.0,23,04:33,19:23,65.2951135800496
2,2011-07-20,88.0,73,0,24,0.0,29.78,7.6,23,04:33,19:23,61.272624926935606
1,2011-07-21,87.0,70,0,22,0.02,29.8,6.2,28,04:34,19:22,57.13314734769398
2,2011-07-21,92.0,72,0,27,0.0,29.77,5.3,26,04:34,19:22,52.245239541233566
1,2011-07-22,79.0,70,0,14,1.55,29.88,1.7,9,04:35,19:21,73.98921543414879
2,2011-07-22,86.0,70,0,0,0.14,29.86,3.8,10,04:35,19:21,58.98251451802346
1,2011-07-23,78.0,70,0,14,6.86,29.95,0.8,30,04:36,19:20,76.46535750657347
2,2011-07-23,78.0,70,0,14,0.04,29.93,0.7,20,04:36,19:20,76.46535750657347
1,2011-07-24,80.0,70,0,15,0.18,29.97,1.5,23,04:37,19:19,71.6029668387688
2,2011-07-24,80.0,69,0,15,0.02,29.95,0.7,20,04:37,19:19,69.19708443215043
1,2011-07-25,80.0,66,0,16,0.0,29.91,3.4,32,04:38,19:18,62.399389337971854
2,2011-07-25,82.0,67,0,17,0.01,29.89,2.1,35,04:38,19:18,60.52200223913137
1,2011-07-26,77.0,63,0,12,0.0,29.88,6.3,5,04:39,19:18,62.027888304697775
2,2011-07-26,78.0,62,0,14,0.01,29.86,5.9,6,04:39,19:18,57.93497644811754
1,2011-07-27,79.0,66,0,14,0.71,29.85,6.2,16,04:40,19:17,64.4789184655231
2,2011-07-27,82.0,66,0,17,0.0,29.84,6.0,16,04:40,19:17,58.4629559303616
1,2011-07-28,80.0,71,0,15,0.7,29.89,3.2,23,04:41,19:16,74.08186960685258
2,2011-07-28,81.0,71,0,16,0.0,29.87,3.3,21,04:41,19:16,71.70229602692477
1,2011-07-29,78.0,67,0,14,0.7,29.98,4.3,4,04:42,19:15,68.98371246394646
2,2011-07-29,80.0,69,0,15,0.36,29.96,3.5,4,04:42,19:15,69.19708443215043
1,2011-07-30,79.0,64,0,14,0.0,30.05,2.4,13,04:43,19:14,60.13960745391395
2,2011-07-30,80.0,65,0,15,0.0,30.03,2.0,11,04:43,19:14,60.26760290646863
1,2011-07-31,79.0,69,0,14,0.0,30.06,4.9,25,04:44,19:13,71.50315431752851
2,2011-07-31,82.0,69,0,17,0.0,30.04,4.5,23,04:44,19:13,64.83182192304785
1,2011-08-01,82.0,72,0,18,0.0,29.99,4.2,27,04:45,19:11,71.80114465010763
2,2011-08-01,84.0,71,0,19,0.0,29.97,3.1,25,04:45,19:11,65.06449461485761
1,2011-08-02,84.0,73,0,19,0.43,29.77,8.3,21,04:46,19:10,69.61783968448093
2,2011-08-02,84.0,73,0,19,0.28,29.75,8.0,20,04:46,19:10,69.61783968448093
1,2011-08-03,79.0,67,0,14,0.0,29.81,6.9,2,04:47,19:09,66.74984501973368
2,2011-08-03,80.0,66,0,15,0.0,29.78,9.6,1,04:47,19:09,62.399389337971854
1,2011-08-04,76.0,66,0,12,0.0,29.94,5.3,5,04:48,19:08,71.20078883633504
2,2011-08-04,76.0,67,0,11,0.0,29.92,4.8,5,04:48,19:08,73.70845748055447
1,2011-08-05,76.0,68,0,11,0.0,29.93,4.0,5,04:49,19:07,76.29328958738
2,2011-08-05,77.0,68,0,12,0.0,29.91,5.2,7,04:49,19:07,73.8025121880607
1,2011-08-06,78.0,70,0,14,0.18,29.82,2.5,5,04:50,19:06,76.46535750657347
2,2011-08-06,79.0,70,0,14,0.69,29.8,1.3,3,04:50,19:06,73.98921543414879
1,2011-08-07,77.0,69,0,12,0.75,29.75,4.6,27,04:51,19:04,76.37954483234944
2,2011-08-07,78.0,69,0,14,0.49,29.73,3.6,26,04:51,19:04,73.89609723059786
1,2011-08-08,74.0,67,0,9,0.63,29.72,4.0,4,04:52,19:03,78.80034208478955
2,2011-08-08,74.0,67,0,10,0.29,29.7,2.8,6,04:52,19:03,78.80034208478955
1,2011-08-09,72.0,61,0,7,0.0,29.67,10.8,28,04:53,19:02,68.33135540319206
2,2011-08-09,74.0,61,0,9,0.01,29.66,11.0,27,04:53,19:02,63.88019287066455
1,2011-08-10,69.0,54,0,4,0.0,29.84,7.3,31,04:54,19:00,58.82995164909109
2,2011-08-10,70.0,54,0,5,0.0,29.82,4.4,31,04:54,19:00,56.85324660594026
1,2011-08-11,69.0,54,0,4,0.0,29.95,2.0,24,04:55,18:59,58.82995164909109
2,2011-08-11,70.0,54,0,6,0.0,29.93,2.7,23,04:55,18:59,56.85324660594026
1,2011-08-12,70.0,59,0,6,0.0,29.94,8.3,19,04:56,18:58,68.10974812297766
2,2011-08-12,74.0,57,0,9,0.0,29.93,8.2,19,04:56,18:58,55.370380068334455
1,2011-08-13,72.0,64,0,8,0.75,29.86,3.6,27,04:57,18:56,75.94378647886145
2,2011-08-13,75.0,63,0,10,0.93,29.84,5.3,24,04:57,18:56,66.29448363533437
1,2011-08-14,68.0,60,0,4,0.0,29.95,10.4,36,04:58,18:55,75.58697418832249
2,2011-08-14,68.0,60,0,4,0.01,29.93,11.7,35,04:58,18:55,75.58697418832249
1,2011-08-15,70.0,55,0,5,0.0,29.98,2.4,2,04:59,18:54,58.963380257579956
2,2011-08-15,70.0,55,0,5,0.0,29.96,2.7,5,04:59,18:54,58.963380257579956
1,2011-08-16,73.0,58,0,8,0.0,30.03,2.9,18,05:00,18:52,59.36035569550202
2,2011-08-16,73.0,56,0,8,0.0,30.01,2.3,18,05:00,18:52,55.23107333223108
1,2011-08-17,72.0,63,0,8,0.0,30.02,5.6,22,05:01,18:51,73.32748485196429
2,2011-08-17,74.0,61,0,9,0.0,30.01,6.0,21,05:01,18:51,63.88019287066455
1,2011-08-18,76.0,60,0,11,0.0,29.96,2.3,4,05:02,18:49,57.66778910783504
2,2011-08-18,78.0,62,0,13,0.0,29.94,2.8,7,05:02,18:49,57.93497644811754
1,2011-08-19,76.0,63,0,11,0.0,29.89,3.3,14,05:03,18:48,64.12128130361302
2,2011-08-19,76.0,62,0,12,0.0,29.87,4.7,13,05:03,18:48,61.90298543869785
1,2011-08-20,73.0,67,0,8,1.11,29.92,1.3,21,05:04,18:46,81.49377597903546
2,2011-08-20,74.0,67,0,9,0.39,29.9,2.0,16,05:04,18:46,78.80034208478955
1,2011-08-21,72.0,58,0,7,0.0,29.97,8.0,32,05:05,18:45,61.397964442270506
2,2011-08-21,74.0,58,0,9,0.01,29.95,7.0,32,05:05,18:45,57.39844888625208
1,2011-08-22,70.0,59,0,6,0.0,30.02,1.6,26,05:06,18:43,68.10974812297766
2,2011-08-22,72.0,59,0,7,0.0,30.01,0.7,8,05:06,18:43,63.63694965420793
1,2011-08-23,68.0,63,0,3,0.65,29.86,9.1,20,05:08,18:42,84.04576818014097
2,2011-08-23,70.0,62,0,5,0.4,29.86,8.4,20,05:08,18:42,75.76630560203299
1,2011-08-24,80.0,65,0,16,0.0,29.7,8.2,27,05:09,18:40,60.26760290646863
2,2011-08-24,80.0,65,0,16,0.0,29.68,8.1,25,05:09,18:40,60.26760290646863
1,2011-08-25,74.0,59,0,9,0.0,29.95,4.1,36,05:10,18:39,59.49158469966004
2,2011-08-25,72.0,59,0,8,0.0,29.93,3.1,2,05:10,18:39,63.63694965420793
1,2011-08-26,71.0,58,0,6,0.0,29.98,1.9,26,05:11,18:37,63.51451357434428
2,2011-08-26,72.0,58,0,7,0.0,29.97,1.2,20,05:11,18:37,61.397964442270506
1,2011-08-27,72.0,62,0,8,0.0,29.93,8.2,2,05:12,18:35,70.79069748395239
2,2011-08-27,75.0,61,0,10,0.0,29.91,8.1,1,05:12,18:35,61.777544009622254
1,2011-08-28,69.0,57,0,4,0.0,29.93,7.0,2,05:13,18:34,65.59556279510115
2,2011-08-28,69.0,55,0,4,0.0,29.91,8.5,1,05:13,18:34,61.01345159166276
1,2011-08-29,69.0,56,0,4,0.0,30.01,1.4,2,05:14,18:32,63.26799955196621
2,2011-08-29,70.0,57,0,5,0.0,30.0,1.1,6,05:14,18:32,63.391531070601204
1,2011-08-30,68.0,56,0,4,0.04,30.03,5.3,15,05:15,18:31,65.47718858023127
2,2011-08-30,72.0,54,0,7,0.02,30.02,5.9,15,05:15,18:31,53.1196677663226
1,2011-08-31,76.0,64,0,11,0.0,29.95,5.4,17,05:16,18:29,66.40910847963104
2,2011-08-31,76.0,64,0,12,0.05,29.94,5.4,17,05:16,18:29,66.40910847963104
1,2011-09-01,82.0,71,0,17,0.0,29.91,5.2,21,05:17,18:27,69.4084529354304
2,2011-09-01,84.0,70,0,19,0.0,29.89,5.8,21,05:17,18:27,62.887328235813854
1,2011-09-02,84.0,69,0,19,0.0,29.89,4.9,22,05:18,18:26,60.77429405187472
2,2011-09-02,86.0,69,0,22,0.0,29.87,4.0,20,05:18,18:26,57.000683314065704
1,2011-09-03,79.0,67,0,14,0.02,29.87,2.5,29,05:19,18:24,66.74984501973368
2,2011-09-03,79.0,68,0,14,0.15,29.85,1.2,20,05:19,18:24,69.0906502465715
1,2011-09-04,66.0,54,0,1,0.0,29.94,10.5,32,05:20,18:22,65.2387976002875
2,2011-09-04,67.0,55,0,2,0.0,29.92,10.7,32,05:20,18:22,65.35826777296575
1,2011-09-05,58.0,45,6,0,0.0,30.1,14.2,1,05:21,18:21,61.87217012818393
2,2011-09-05,60.0,46,5,0,0.0,30.07,15.9,36,05:21,18:21,59.82966211519545
1,2011-09-06,58.0,46,6,0,0.0,30.16,9.5,3,05:22,18:19,64.26292300113059
2,2011-09-06,62.0,47,3,0,0.0,30.14,13.8,4,05:22,18:19,57.88027759399017
1,2011-09-07,61.0,47,4,0,0.0,30.16,10.2,1,05:23,18:17,59.96347060974499
2,2011-09-07,64.0,47,1,0,0.0,30.13,12.4,2,05:23,18:17,53.95286976616358
1,2011-09-08,66.0,53,0,1,0.0,30.0,13.0,2,05:24,18:15,62.894084892669234
2,2011-09-08,68.0,54,0,3,0.06,30.03,14.9,2,05:24,18:15,60.88417312972738
1,2011-09-09,66.0,60,0,1,0.02,29.96,8.2,4,05:25,18:14,80.99318848895413
2,2011-09-09,68.0,61,0,3,0.11,29.94,7.9,4,05:25,18:14,78.31935415820635
1,2011-09-10,67.0,59,0,2,0.0,30.0,0.9,14,05:26,18:12,75.49660715387098
2,2011-09-10,67.0,60,0,2,0.01,29.99,0.9,14,05:26,18:12,78.237682728673
1,2011-09-11,70.0,59,0,5,0.0,29.99,5.1,27,05:27,18:10,68.10974812297766
2,2011-09-11,72.0,59,0,7,0.0,29.98,4.3,25,05:27,18:10,63.63694965420793
1,2011-09-12,75.0,59,0,10,0.0,29.91,10.5,23,05:28,18:09,57.533389096468824
2,2011-09-12,75.0,59,0,10,0.0,29.9,9.2,23,05:28,18:09,57.533389096468824
1,2011-09-13,64.0,54,0,0,0.0,29.9,4.9,31,05:29,18:07,69.94603538909423
2,2011-09-13,67.0,55,0,2,0.0,29.89,3.4,31,05:29,18:07,65.35826777296575
1,2011-09-14,52.0,43,12,0,0.08,30.09,6.3,34,05:30,18:05,71.3025763164694
2,2011-09-14,54.0,45,11,0,0.0,30.0,6.0,32,05:30,18:05,71.51447780523903
1,2011-09-15,50.0,35,14,0,0.0,30.33,7.4,1,05:31,18:03,56.18678998889916
2,2011-09-15,52.0,36,13,0,0.0,30.32,7.2,36,05:31,18:03,54.28914239240348
1,2011-09-16,52.0,40,13,0,0.0,30.33,1.4,8,05:32,18:00,63.50695541148772
2,2011-09-16,54.0,38,11,0,0.0,30.33,2.6,13,05:32,18:00,54.58319207123543
1,2011-09-17,59.0,45,6,0,0.0,30.27,7.7,11,05:33,17:58,59.695276441414954
2,2011-09-17,60.0,44,4,0,0.0,30.27,8.7,11,05:33,17:58,55.451466031613236
1,2011-09-18,60.0,55,5,0,0.43,30.11,8.9,15,05:35,17:56,83.53809250668525
2,2011-09-18,61.0,54,4,0,0.34,30.11,7.4,14,05:35,17:56,77.73834933155906
1,2011-09-19,62.0,58,3,0,0.24,29.96,4.1,29,05:36,17:55,86.7316845637647
2,2011-09-19,62.0,58,3,0,0.41,29.96,3.8,26,05:36,17:55,86.7316845637647
1,2011-09-20,62.0,54,3,0,0.0,30.0,7.3,18,05:37,17:53,75.03763863657981
2,2011-09-20,64.0,54,1,0,0.01,29.99,5.8,17,05:37,17:53,69.94603538909423
1,2011-09-21,64.0,49,1,0,0.0,29.95,10.2,25,05:38,17:51,58.1544338545121
2,2011-09-21,64.0,49,0,0,0.0,29.94,9.4,24,05:38,17:51,58.1544338545121
1,2011-09-22,58.0,47,7,0,0.0,30.08,4.6,27,05:39,17:49,66.73487075122688
2,2011-09-22,58.0,47,7,0,0.0,30.08,6.5,25,05:39,17:49,66.73487075122688
1,2011-09-23,55.0,44,10,0,0.0,30.06,5.9,36,05:40,17:48,66.37865956440848
2,2011-09-23,55.0,46,10,0,0.02,30.05,4.1,36,05:40,17:48,71.61961725473621
1,2011-09-24,56.0,49,8,0,0.14,29.99,3.6,3,05:41,17:46,77.30972304092126
2,2011-09-24,57.0,48,8,0,0.07,29.98,2.9,4,05:41,17:46,71.82828985346084
1,2011-09-25,58.0,53,7,0,0.08,29.87,4.1,14,05:42,17:44,83.4075244723293
2,2011-09-25,59.0,53,6,0,0.23,29.87,4.7,13,05:42,17:44,80.47293670731838
