Date,Year,Month,Day,Species,Block,Street,Trap,Latitude,Longitude,AddressAccuracy,NumMosquitos,WnvPresent
2009-08-27,2009,8,27,CULEX PIPIENS/RESTUANS,39, N SPRINGFIELD AVE,T228,41.951866,-87.725057,8,1,0
2009-08-27,2009,8,27,CULEX PIPIENS/RESTUANS,91, W HIGGINS RD,T009,41.992478,-87.862995,8,2,0
2009-08-27,2009,8,27,CULEX PIPIENS/RESTUANS,10, W OHARE,T903,41.957799,-87.930995,5,2,0
2009-08-27,2009,8,27,CULEX PIPIENS/RESTUANS,82, S KOSTNER AVE,T225,41.743402,-87.731435,8,9,0
2009-08-27,2009,8,27,CULEX RESTUANS,10, W OHARE AIRPORT,T900,41.974689,-87.890615,9,8,0
2009-08-27,2009,8,27,CULEX PIPIENS/RESTUANS,10, W OHARE AIRPORT,T900,41.974689,-87.890615,9,63,0
2009-08-27,2009,8,27,CULEX PIPIENS/RESTUANS,12, S DOTY AVE,T115,41.673408,-87.599862,5,3,0
2009-08-27,2009,8,27,CULEX PIPIENS/RESTUANS,17, W ADDISON ST,T224,41.947227,-87.671457,9,1,0
2009-08-27,2009,8,27,CULEX PIPIENS/RESTUANS,13, N LARAMIE AVE,T230,41.904194,-87.756155,9,1,0
2009-08-27,2009,8,27,CULEX RESTUANS,39, N SPRINGFIELD AVE,T228,41.951866,-87.725057,8,2,0
2009-08-27,2009,8,27,CULEX PIPIENS,40, E 130TH ST,T221,41.659112,-87.538693,8,1,0
2009-08-27,2009,8,27,CULEX PIPIENS/RESTUANS,79, S CHICAGO AVE,T083,41.754292,-87.590773,9,1,0
2009-08-27,2009,8,27,CULEX PIPIENS/RESTUANS,60, W MONTROSE DR,T017,41.960616,-87.777189,9,1,0
2009-08-27,2009,8,27,CULEX PIPIENS/RESTUANS,71, S SOUTH SHORE DR,T079,41.766202,-87.562889,9,1,0
2009-08-27,2009,8,27,CULEX RESTUANS,11, W CHICAGO,T049,41.896282,-87.655232,8,1,0
2009-08-27,2009,8,27,CULEX PIPIENS,17, W 95TH ST,T094,41.720848,-87.666014,9,1,0
2009-08-27,2009,8,27,CULEX PIPIENS/RESTUANS,89, S CARPENTER ST,T159,41.732984,-87.649642,8,1,0
2009-08-27,2009,8,27,CULEX RESTUANS,71, S SOUTH SHORE DR,T079,41.766202,-87.562889,9,1,0
2009-08-27,2009,8,27,CULEX PIPIENS/RESTUANS,72, N OKETO AVE,T016,42.011601,-87.811506,8,1,0
2009-08-27,2009,8,27,CULEX PIPIENS/RESTUANS,50, S CENTRAL AVE,T031,41.801498,-87.763416,9,1,0
2009-08-27,2009,8,27,CULEX RESTUANS,50, S CENTRAL AVE,T031,41.801498,-87.763416,9,1,0
2009-08-27,2009,8,27,CULEX PIPIENS/RESTUANS,14, N HUMBOLDT DR,T033,41.906638,-87.701431,9,4,0
2009-08-27,2009,8,27,CULEX PIPIENS/RESTUANS,11, S ASHLAND AVE,T090,41.868077,-87.666901,9,2,0
2009-08-27,2009,8,27,CULEX PIPIENS,42, W 127TH PL,T135,41.662014,-87.724608,8,1,0
2009-08-27,2009,8,27,CULEX PIPIENS/RESTUANS,70,  W ARMITAGE AVENUE,T151,41.916265,-87.800515,8,1,0
2009-08-27,2009,8,27,CULEX PIPIENS/RESTUANS,25, S MILLARD AVE,T152,41.846075,-87.716277,9,1,0
2009-08-27,2009,8,27,CULEX PIPIENS/RESTUANS,45, N CAMPBELL AVE,T220,41.963976,-87.69181,9,2,0
2009-08-27,2009,8,27,CULEX PIPIENS/RESTUANS,36, N PITTSBURGH AVE,T011,41.944869,-87.832763,8,2,0
2009-08-27,2009,8,27,CULEX RESTUANS,10, E 67TH ST,T073,41.773215,-87.60088,8,2,0
2009-08-27,2009,8,27,CULEX PIPIENS/RESTUANS,33, N RUTHERFORD AVE,T144,41.94016,-87.794896,9,1,0
2009-08-27,2009,8,27,CULEX RESTUANS,33, N RUTHERFORD AVE,T144,41.94016,-87.794896,9,2,0
2009-08-27,2009,8,27,CULEX PIPIENS,33, N RUTHERFORD AVE,T144,41.94016,-87.794896,9,1,0
2009-08-27,2009,8,27,CULEX PIPIENS/RESTUANS,11, S ARTESIAN AVE,T160,41.903002,-87.688267,8,1,0
2009-08-27,2009,8,27,CULEX PIPIENS/RESTUANS,33, W 104TH ST,T095,41.704336,-87.703736,8,2,0
2009-08-27,2009,8,27,CULEX PIPIENS/RESTUANS,35, W 51ST ST,T062,41.800737,-87.71188,8,1,0
2009-08-27,2009,8,27,CULEX PIPIENS/RESTUANS,22, W 69TH ST,T069,41.768388,-87.678649,8,2,0
2009-08-27,2009,8,27,CULEX PIPIENS/RESTUANS,10, E 67TH ST,T073,41.773215,-87.60088,8,11,0
2009-08-27,2009,8,27,CULEX PIPIENS/RESTUANS,39, S ASHLAND AVE,T074,41.822536,-87.666343,9,1,0
2009-08-27,2009,8,27,CULEX PIPIENS,39, S ASHLAND AVE,T074,41.822536,-87.666343,9,1,0
2009-08-27,2009,8,27,CULEX PIPIENS/RESTUANS,61, W FULLERTON AVE,T013,41.923738,-87.785288,9,1,0
2009-09-03,2009,9,3,CULEX PIPIENS,10, S STONY ISLAND AVE,T138,41.726465,-87.585413,5,1,0
2009-09-03,2009,9,3,CULEX RESTUANS,10, S STONY ISLAND AVE,T138,41.726465,-87.585413,5,1,0
2009-09-03,2009,9,3,CULEX RESTUANS,52, S KOLMAR,T114,41.798697,-87.736812,8,3,0
2009-09-03,2009,9,3,CULEX PIPIENS/RESTUANS,52, S KOLMAR,T114,41.798697,-87.736812,8,1,0
2009-09-03,2009,9,3,CULEX PIPIENS/RESTUANS,82, S KOSTNER AVE,T225,41.743402,-87.731435,8,13,0
2009-09-03,2009,9,3,CULEX PIPIENS,40, S DEARBORN ST,T081,41.821582,-87.627796,9,2,0
2009-09-03,2009,9,3,CULEX PIPIENS,71, S SOUTH SHORE DR,T079,41.766202,-87.562889,9,2,0
2009-09-03,2009,9,3,CULEX PIPIENS/RESTUANS,13, S TORRENCE AVE,T200,41.678618,-87.559308,5,4,0
2009-09-03,2009,9,3,CULEX RESTUANS,71, S SOUTH SHORE DR,T079,41.766202,-87.562889,9,3,0
2009-09-03,2009,9,3,CULEX RESTUANS,10, E 67TH ST,T073,41.773215,-87.60088,8,1,0
2009-09-03,2009,9,3,CULEX RESTUANS,50, S UNION AVE,T082,41.803423,-87.642984,8,1,0
2009-09-03,2009,9,3,CULEX RESTUANS,13, S TORRENCE AVE,T200,41.678618,-87.559308,5,3,0
2009-09-03,2009,9,3,CULEX PIPIENS/RESTUANS,40, E 130TH ST,T221,41.659112,-87.538693,8,1,0
2009-09-03,2009,9,3,CULEX PIPIENS/RESTUANS,13, S BRANDON,T209,41.740641,-87.546587,5,3,0
2009-09-03,2009,9,3,CULEX RESTUANS,13, S BRANDON,T209,41.740641,-87.546587,5,2,0
2009-09-03,2009,9,3,CULEX PIPIENS,13, S BRANDON,T209,41.740641,-87.546587,5,3,0
2009-09-03,2009,9,3,CULEX RESTUANS,37, E 118TH ST,T212,41.680946,-87.535198,8,1,0
2009-09-03,2009,9,3,CULEX RESTUANS,40, E 130TH ST,T221,41.659112,-87.538693,8,1,0
2009-09-03,2009,9,3,CULEX PIPIENS,10, W OHARE AIRPORT,T900,41.974689,-87.890615,9,2,0
2009-09-03,2009,9,3,CULEX PIPIENS/RESTUANS,10, W OHARE,T903,41.957799,-87.930995,5,3,0
2009-09-03,2009,9,3,CULEX PIPIENS/RESTUANS,10, E 67TH ST,T073,41.773215,-87.60088,8,2,0
2009-09-03,2009,9,3,CULEX RESTUANS,82, S KOSTNER AVE,T225,41.743402,-87.731435,8,2,0
2009-09-03,2009,9,3,CULEX RESTUANS,10, W OHARE,T903,41.957799,-87.930995,5,1,0
2009-09-03,2009,9,3,CULEX PIPIENS,13, S TORRENCE AVE,T200,41.678618,-87.559308,5,4,0
2009-09-03,2009,9,3,CULEX RESTUANS,22, W 69TH ST,T069,41.768388,-87.678649,8,2,0
2009-09-03,2009,9,3,CULEX PIPIENS,10, E 67TH ST,T073,41.773215,-87.60088,8,2,0
2009-09-03,2009,9,3,CULEX PIPIENS/RESTUANS,35, W 51ST ST,T062,41.800737,-87.71188,8,1,0
2009-09-03,2009,9,3,CULEX PIPIENS/RESTUANS,22, W 69TH ST,T069,41.768388,-87.678649,8,3,0
2009-09-03,2009,9,3,CULEX RESTUANS,10, W OHARE AIRPORT,T900,41.974689,-87.890615,9,9,1
2009-09-03,2009,9,3,CULEX PIPIENS/RESTUANS,10, W OHARE AIRPORT,T900,41.974689,-87.890615,9,19,0
2009-09-03,2009,9,3,CULEX PIPIENS/RESTUANS,25, W GRAND AVE,T046,41.891118,-87.654491,8,2,0
2009-09-03,2009,9,3,CULEX PIPIENS/RESTUANS,11, W ROOSEVELT,T048,41.867108,-87.654224,8,2,0
2009-09-03,2009,9,3,CULEX RESTUANS,11, W ROOSEVELT,T048,41.867108,-87.654224,8,3,0
2009-09-03,2009,9,3,CULEX PIPIENS,11, W ROOSEVELT,T048,41.867108,-87.654224,8,1,0
2009-09-03,2009,9,3,CULEX PIPIENS/RESTUANS,75, N OAKLEY AVE,T148,42.01743,-87.687769,8,1,0
2009-09-03,2009,9,3,CULEX PIPIENS/RESTUANS,89, S CARPENTER ST,T159,41.732984,-87.649642,8,1,0
2009-09-03,2009,9,3,CULEX RESTUANS,89, S CARPENTER ST,T159,41.732984,-87.649642,8,5,0
2009-09-03,2009,9,3,CULEX TERRITANS,89, S CARPENTER ST,T159,41.732984,-87.649642,8,1,0
2009-09-03,2009,9,3,CULEX RESTUANS,25, W GRAND AVE,T046,41.891118,-87.654491,8,2,0
2009-09-03,2009,9,3,CULEX PIPIENS/RESTUANS,42, W 127TH PL,T135,41.662014,-87.724608,8,1,0
2009-09-03,2009,9,3,CULEX PIPIENS/RESTUANS,11, S ASHLAND AVE,T090,41.868077,-87.666901,9,1,0
2009-09-03,2009,9,3,CULEX RESTUANS,22, W 51ST ST,T061,41.801179,-87.679447,8,2,0
2009-09-03,2009,9,3,CULEX PIPIENS,22, W 51ST ST,T061,41.801179,-87.679447,8,1,0
2009-09-03,2009,9,3,CULEX PIPIENS/RESTUANS,33, N RUTHERFORD AVE,T144,41.94016,-87.794896,9,3,0
2009-09-03,2009,9,3,CULEX RESTUANS,11, S CALIFORNIA,T047,41.868142,-87.696269,9,1,0
2009-09-03,2009,9,3,CULEX RESTUANS,33, N RUTHERFORD AVE,T144,41.94016,-87.794896,9,1,0
2009-09-03,2009,9,3,CULEX SALINARIUS,43, N ASHLAND AVE OVERPASS,T145,41.878114,-87.629798,3,1,0
2009-09-03,2009,9,3,CULEX PIPIENS/RESTUANS,43, N ASHLAND AVE OVERPASS,T145,41.878114,-87.629798,3,1,0
2009-09-03,2009,9,3,CULEX SALINARIUS,42, W 127TH PL,T135,41.662014,-87.724608,8,1,0
2009-09-03,2009,9,3,CULEX RESTUANS,42, W 127TH PL,T135,41.662014,-87.724608,8,1,0
2009-09-03,2009,9,3,CULEX PIPIENS/RESTUANS,61, N LEMONT AVE,T012,41.991429,-87.747113,8,1,0
2009-09-14,2009,9,14,CULEX PIPIENS/RESTUANS,77, S EBERHART AVE,T080,41.754676,-87.612922,9,1,0
2009-09-14,2009,9,14,CULEX PIPIENS/RESTUANS,71, S SOUTH SHORE DR,T079,41.766202,-87.562889,9,1,0
2009-09-14,2009,9,14,CULEX PIPIENS,10, E 67TH ST,T073,41.773215,-87.60088,8,3,0
2009-09-14,2009,9,14,CULEX RESTUANS,10, E 67TH ST,T073,41.773215,-87.60088,8,4,0
2009-09-14,2009,9,14,CULEX PIPIENS/RESTUANS,10, E 67TH ST,T073,41.773215,-87.60088,8,15,0
2009-09-14,2009,9,14,CULEX RESTUANS,67, S KEDZIE AVE,T066,41.77166,-87.703047,8,2,0
2009-09-14,2009,9,14,CULEX PIPIENS/RESTUANS,67, S KEDZIE AVE,T066,41.77166,-87.703047,8,2,0
2009-09-14,2009,9,14,CULEX PIPIENS,33, W 104TH ST,T095,41.704336,-87.703736,8,1,0
2009-09-14,2009,9,14,CULEX PIPIENS/RESTUANS,22, W 51ST ST,T061,41.801179,-87.679447,8,2,0
2009-09-14,2009,9,14,CULEX RESTUANS,17, N PULASKI RD,T039,41.911824,-87.726737,9,1,0
2009-09-14,2009,9,14,CULEX PIPIENS/RESTUANS,17, N PULASKI RD,T039,41.911824,-87.726737,9,1,0
2009-09-14,2009,9,14,CULEX PIPIENS/RESTUANS,33, W 104TH ST,T095,41.704336,-87.703736,8,1,0
2009-09-14,2009,9,14,CULEX PIPIENS/RESTUANS,60, W MONTROSE DR,T017,41.960616,-87.777189,9,5,0
2009-09-14,2009,9,14,CULEX RESTUANS,33, N RUTHERFORD AVE,T144,41.94016,-87.794896,9,1,0
2009-09-14,2009,9,14,CULEX PIPIENS/RESTUANS,40, S DEARBORN ST,T081,41.821582,-87.627796,9,1,0
2009-09-14,2009,9,14,CULEX PIPIENS,22, W 51ST ST,T061,41.801179,-87.679447,8,1,0
2009-09-14,2009,9,14,CULEX PIPIENS/RESTUANS,50, S UNION AVE,T082,41.803423,-87.642984,8,4,0
2009-09-14,2009,9,14,CULEX PIPIENS/RESTUANS,13, S TORRENCE AVE,T200,41.678618,-87.559308,5,8,0
2009-09-14,2009,9,14,CULEX PIPIENS/RESTUANS,52, S KOLMAR,T114,41.798697,-87.736812,8,11,0
2009-09-14,2009,9,14,CULEX RESTUANS,37, E 118TH ST,T212,41.680946,-87.535198,8,1,0
2009-09-14,2009,9,14,CULEX PIPIENS/RESTUANS,37, E 118TH ST,T212,41.680946,-87.535198,8,2,0
2009-09-14,2009,9,14,CULEX PIPIENS,13, S BRANDON,T209,41.740641,-87.546587,5,1,0
2009-09-14,2009,9,14,CULEX PIPIENS/RESTUANS,13, S BRANDON,T209,41.740641,-87.546587,5,7,0
2009-09-14,2009,9,14,CULEX PIPIENS,13, S TORRENCE AVE,T200,41.678618,-87.559308,5,2,0
2009-09-14,2009,9,14,CULEX RESTUANS,13, S TORRENCE AVE,T200,41.678618,-87.559308,5,2,0
2009-09-14,2009,9,14,CULEX PIPIENS/RESTUANS,33, N RUTHERFORD AVE,T144,41.94016,-87.794896,9,19,0
2009-09-14,2009,9,14,CULEX RESTUANS,50, S UNION AVE,T082,41.803423,-87.642984,8,1,0
2009-09-14,2009,9,14,CULEX RESTUANS,10, S STONY ISLAND AVE,T138,41.726465,-87.585413,5,3,0
2009-09-14,2009,9,14,CULEX PIPIENS,12, S DOTY AVE,T115,41.673408,-87.599862,5,3,0
2009-09-14,2009,9,14,CULEX RESTUANS,12, S DOTY AVE,T115,41.673408,-87.599862,5,1,0
2009-09-14,2009,9,14,CULEX PIPIENS/RESTUANS,12, S DOTY AVE,T115,41.673408,-87.599862,5,6,0
2009-09-14,2009,9,14,CULEX PIPIENS,37, S PULASKI RD,T063,41.82561,-87.726549,9,3,0
2009-09-14,2009,9,14,CULEX RESTUANS,37, S PULASKI RD,T063,41.82561,-87.726549,9,2,0
2009-09-14,2009,9,14,CULEX PIPIENS/RESTUANS,37, S PULASKI RD,T063,41.82561,-87.726549,9,4,0
2009-09-14,2009,9,14,CULEX RESTUANS,52, S KOLMAR,T114,41.798697,-87.736812,8,3,0
2009-09-14,2009,9,14,CULEX PIPIENS/RESTUANS,10, S STONY ISLAND AVE,T138,41.726465,-87.585413,5,12,0
2009-09-14,2009,9,14,CULEX PIPIENS/RESTUANS,10, N CENTRAL PARK DR,T030,41.89923,-87.716788,9,1,0
2009-09-14,2009,9,14,CULEX PIPIENS/RESTUANS,70,  W ARMITAGE AVENUE,T151,41.916265,-87.800515,8,14,0
2009-09-14,2009,9,14,CULEX PIPIENS/RESTUANS,61, W FULLERTON AVE,T013,41.923738,-87.785288,9,10,0
2009-09-14,2009,9,14,CULEX PIPIENS/RESTUANS,58, N WESTERN AVE,T028,41.986921,-87.689778,9,3,0
2009-09-14,2009,9,14,CULEX RESTUANS,36, N PITTSBURGH AVE,T011,41.944869,-87.832763,8,3,0
2009-09-14,2009,9,14,CULEX PIPIENS/RESTUANS,36, N PITTSBURGH AVE,T011,41.944869,-87.832763,8,1,0
2009-09-14,2009,9,14,CULEX PIPIENS/RESTUANS,89, S CARPENTER ST,T159,41.732984,-87.649642,8,1,0
2009-09-14,2009,9,14,CULEX RESTUANS,15, N LONG AVE,T153,41.907645,-87.760886,8,1,0
2009-09-14,2009,9,14,CULEX PIPIENS/RESTUANS,15, N LONG AVE,T153,41.907645,-87.760886,8,4,0
2009-09-14,2009,9,14,CULEX PIPIENS/RESTUANS,75, N OAKLEY AVE,T148,42.01743,-87.687769,8,4,0
2009-09-14,2009,9,14,CULEX RESTUANS,58, N WESTERN AVE,T028,41.986921,-87.689778,9,2,0
2009-09-14,2009,9,14,CULEX PIPIENS/RESTUANS,17, W 95TH ST,T094,41.720848,-87.666014,9,1,0
2009-09-14,2009,9,14,CULEX RESTUANS,11, W CHICAGO,T049,41.896282,-87.655232,8,2,0
2009-09-14,2009,9,14,CULEX PIPIENS/RESTUANS,11, W CHICAGO,T049,41.896282,-87.655232,8,2,0
2009-09-14,2009,9,14,CULEX RESTUANS,11, W ROOSEVELT,T048,41.867108,-87.654224,8,5,0
2009-09-14,2009,9,14,CULEX PIPIENS/RESTUANS,11, W ROOSEVELT,T048,41.867108,-87.654224,8,9,0
2009-09-14,2009,9,14,CULEX PIPIENS/RESTUANS,25, W GRAND AVE,T046,41.891118,-87.654491,8,3,0
2009-09-14,2009,9,14,CULEX PIPIENS/RESTUANS,41, N OAK PARK AVE,T002,41.95469,-87.800991,9,6,0
2009-09-14,2009,9,14,CULEX PIPIENS/RESTUANS,24, E 105TH ST,T128,41.704572,-87.565666,8,1,0
2009-09-14,2009,9,14,CULEX RESTUANS,22, N CANNON DR,T054,41.921965,-87.632085,8,2,0
2009-09-14,2009,9,14,CULEX RESTUANS,61, W FULLERTON AVE,T013,41.923738,-87.785288,9,2,0
2009-09-14,2009,9,14,CULEX PIPIENS/RESTUANS,50, S CENTRAL AVE,T031,41.801498,-87.763416,9,21,0
2009-09-14,2009,9,14,CULEX PIPIENS/RESTUANS,14, N HUMBOLDT DR,T033,41.906638,-87.701431,9,3,0
2009-09-14,2009,9,14,CULEX PIPIENS/RESTUANS,30, W 18TH ST,T043,41.857402,-87.694991,8,1,0
2009-09-14,2009,9,14,CULEX PIPIENS/RESTUANS,61, N LEMONT AVE,T012,41.991429,-87.747113,8,1,0
2009-09-14,2009,9,14,CULEX PIPIENS/RESTUANS,46, N MILWAUKEE AVE,T003,41.964242,-87.757639,8,2,0
2009-09-14,2009,9,14,CULEX RESTUANS,45, N CAMPBELL AVE,T220,41.963976,-87.69181,9,1,0
2009-09-14,2009,9,14,CULEX PIPIENS/RESTUANS,45, N CAMPBELL AVE,T220,41.963976,-87.69181,9,10,0
2009-09-14,2009,9,14,CULEX RESTUANS,37, N KEDVALE AVE,T218,41.948167,-87.730698,8,1,0
2009-09-14,2009,9,14,CULEX PIPIENS/RESTUANS,37, N KEDVALE AVE,T218,41.948167,-87.730698,8,17,0
2009-09-14,2009,9,14,CULEX RESTUANS,50, S CENTRAL AVE,T031,41.801498,-87.763416,9,1,0
2009-09-14,2009,9,14,CULEX RESTUANS,35, W 116TH ST,T158,41.682587,-87.707973,9,1,0
2009-09-14,2009,9,14,CULEX RESTUANS,70,  W ARMITAGE AVENUE,T151,41.916265,-87.800515,8,1,0
2009-09-14,2009,9,14,CULEX RESTUANS,28, N FRANCISCO AVE,T147,41.932094,-87.700117,8,2,0
2009-09-14,2009,9,14,CULEX PIPIENS/RESTUANS,28, N FRANCISCO AVE,T147,41.932094,-87.700117,8,1,0
2009-09-14,2009,9,14,CULEX PIPIENS,42, W 127TH PL,T135,41.662014,-87.724608,8,2,0
2009-09-14,2009,9,14,CULEX RESTUANS,42, W 127TH PL,T135,41.662014,-87.724608,8,1,0
2009-09-14,2009,9,14,CULEX PIPIENS/RESTUANS,42, W 127TH PL,T135,41.662014,-87.724608,8,30,0
2009-09-14,2009,9,14,CULEX PIPIENS,14, N HUMBOLDT DR,T033,41.906638,-87.701431,9,1,0
2009-09-14,2009,9,14,CULEX PIPIENS/RESTUANS,35, W 116TH ST,T158,41.682587,-87.707973,9,9,1
2009-09-14,2009,9,14,CULEX PIPIENS,24, E 105TH ST,T128,41.704572,-87.565666,8,1,0
2009-09-14,2009,9,14,CULEX RESTUANS,10, W OHARE,T903,41.957799,-87.930995,5,1,0
2009-09-14,2009,9,14,CULEX PIPIENS,10, S COTTAGE GROVE,T102,41.750498,-87.605294,5,2,0
2009-09-14,2009,9,14,CULEX PIPIENS,10, W OHARE AIRPORT,T900,41.974689,-87.890615,9,6,0
2009-09-14,2009,9,14,CULEX PIPIENS/RESTUANS,10, W OHARE AIRPORT,T900,41.974689,-87.890615,9,46,0
2009-09-14,2009,9,14,CULEX PIPIENS/RESTUANS,22, N CANNON DR,T054,41.921965,-87.632085,8,11,0
2009-09-14,2009,9,14,CULEX PIPIENS/RESTUANS,82, S KOSTNER AVE,T225,41.743402,-87.731435,8,76,0
2009-09-14,2009,9,14,CULEX RESTUANS,39, N SPRINGFIELD AVE,T228,41.951866,-87.725057,8,2,1
2009-09-14,2009,9,14,CULEX PIPIENS/RESTUANS,39, N SPRINGFIELD AVE,T228,41.951866,-87.725057,8,3,0
2009-09-14,2009,9,14,CULEX PIPIENS/RESTUANS,13, N LARAMIE AVE,T230,41.904194,-87.756155,9,8,1
2009-09-14,2009,9,14,CULEX PIPIENS/RESTUANS,11, S WALLACE ST,T229,41.753411,-87.639817,5,2,0
2009-09-14,2009,9,14,CULEX PIPIENS/RESTUANS,17, W ADDISON ST,T224,41.947227,-87.671457,9,1,0
2009-09-14,2009,9,14,CULEX PIPIENS/RESTUANS,65, E 91ST PL,T227,41.728495,-87.600963,5,2,0
2009-09-14,2009,9,14,CULEX RESTUANS,10, W OHARE AIRPORT,T900,41.974689,-87.890615,9,12,0
2009-09-14,2009,9,14,CULEX RESTUANS,82, S KOSTNER AVE,T225,41.743402,-87.731435,8,6,0
2009-09-14,2009,9,14,CULEX PIPIENS,51, N MONT CLARE AVE,T223,41.973845,-87.805059,9,2,0
2009-09-14,2009,9,14,CULEX RESTUANS,51, N MONT CLARE AVE,T223,41.973845,-87.805059,9,3,0
2009-09-14,2009,9,14,CULEX PIPIENS/RESTUANS,51, N MONT CLARE AVE,T223,41.973845,-87.805059,9,22,0
2009-09-14,2009,9,14,CULEX PIPIENS/RESTUANS,48, W MONTANA ST,T222,41.925198,-87.746381,8,6,0
2009-09-14,2009,9,14,CULEX PIPIENS,10, W OHARE,T903,41.957799,-87.930995,5,1,0
2009-09-14,2009,9,14,CULEX PIPIENS,82, S KOSTNER AVE,T225,41.743402,-87.731435,8,7,0
2009-09-14,2009,9,14,CULEX PIPIENS/RESTUANS,40, E 130TH ST,T221,41.659112,-87.538693,8,2,0
2009-09-14,2009,9,14,CULEX PIPIENS/RESTUANS,91, W HIGGINS RD,T009,41.992478,-87.862995,8,7,0
2009-09-14,2009,9,14,CULEX PIPIENS/RESTUANS,10, W OHARE,T903,41.957799,-87.930995,5,11,0
2009-09-14,2009,9,14,CULEX PIPIENS/RESTUANS,10, S COTTAGE GROVE,T102,41.750498,-87.605294,5,3,0
2009-09-17,2009,9,17,CULEX PIPIENS/RESTUANS,37, S PULASKI RD,T063,41.82561,-87.726549,9,8,0
2009-09-17,2009,9,17,CULEX RESTUANS,37, S PULASKI RD,T063,41.82561,-87.726549,9,2,0
2009-09-17,2009,9,17,CULEX PIPIENS/RESTUANS,10, S STONY ISLAND AVE,T138,41.726465,-87.585413,5,2,0
2009-09-17,2009,9,17,CULEX PIPIENS/RESTUANS,13, S TORRENCE AVE,T200,41.678618,-87.559308,5,17,0
2009-09-17,2009,9,17,CULEX PIPIENS,63, W 64TH ST,T155,41.776156,-87.778927,9,1,0
2009-09-17,2009,9,17,CULEX RESTUANS,13, S TORRENCE AVE,T200,41.678618,-87.559308,5,4,0
2009-09-17,2009,9,17,CULEX PIPIENS,13, S TORRENCE AVE,T200,41.678618,-87.559308,5,6,0
2009-09-17,2009,9,17,CULEX PIPIENS/RESTUANS,13, S BRANDON,T209,41.740641,-87.546587,5,8,0
2009-09-17,2009,9,17,CULEX RESTUANS,13, S BRANDON,T209,41.740641,-87.546587,5,2,0
2009-09-17,2009,9,17,CULEX PIPIENS,13, S BRANDON,T209,41.740641,-87.546587,5,2,0
2009-09-17,2009,9,17,CULEX PIPIENS,10, S STONY ISLAND AVE,T138,41.726465,-87.585413,5,1,0
2009-09-17,2009,9,17,CULEX PIPIENS/RESTUANS,52, S KOLMAR,T114,41.798697,-87.736812,8,5,0
2009-09-17,2009,9,17,CULEX PIPIENS,10, E 67TH ST,T073,41.773215,-87.60088,8,1,0
2009-09-17,2009,9,17,CULEX RESTUANS,71, S SOUTH SHORE DR,T079,41.766202,-87.562889,9,1,0
2009-09-17,2009,9,17,CULEX PIPIENS,39, S ASHLAND AVE,T074,41.822536,-87.666343,9,1,0
2009-09-17,2009,9,17,CULEX PIPIENS/RESTUANS,39, S ASHLAND AVE,T074,41.822536,-87.666343,9,3,0
2009-09-17,2009,9,17,CULEX RESTUANS,10, E 67TH ST,T073,41.773215,-87.60088,8,3,0
2009-09-17,2009,9,17,CULEX RESTUANS,37, E 118TH ST,T212,41.680946,-87.535198,8,1,0
2009-09-17,2009,9,17,CULEX PIPIENS/RESTUANS,10, E 67TH ST,T073,41.773215,-87.60088,8,13,0
2009-09-17,2009,9,17,CULEX PIPIENS/RESTUANS,22, W 69TH ST,T069,41.768388,-87.678649,8,2,0
2009-09-17,2009,9,17,CULEX RESTUANS,67, S KEDZIE AVE,T066,41.77166,-87.703047,8,2,0
2009-09-17,2009,9,17,CULEX PIPIENS/RESTUANS,67, S KEDZIE AVE,T066,41.77166,-87.703047,8,11,0
2009-09-17,2009,9,17,CULEX PIPIENS/RESTUANS,35, W 51ST ST,T062,41.800737,-87.71188,8,1,0
2009-09-17,2009,9,17,CULEX PIPIENS/RESTUANS,22, W 51ST ST,T061,41.801179,-87.679447,8,12,0
2009-09-17,2009,9,17,CULEX PIPIENS,79, S CHICAGO AVE,T083,41.754292,-87.590773,9,1,0
2009-09-17,2009,9,17,CULEX PIPIENS,37, E 118TH ST,T212,41.680946,-87.535198,8,1,0
2009-09-17,2009,9,17,CULEX RESTUANS,82, S KOSTNER AVE,T225,41.743402,-87.731435,8,3,0
2009-09-17,2009,9,17,CULEX PIPIENS,24, E 105TH ST,T128,41.704572,-87.565666,8,2,0
2009-09-17,2009,9,17,CULEX RESTUANS,22, N CANNON DR,T054,41.921965,-87.632085,8,2,0
2009-09-17,2009,9,17,CULEX RESTUANS,10, W OHARE AIRPORT,T900,41.974689,-87.890615,9,3,0
2009-09-17,2009,9,17,CULEX PIPIENS/RESTUANS,82, S KOSTNER AVE,T225,41.743402,-87.731435,8,145,0
2009-09-17,2009,9,17,CULEX PIPIENS/RESTUANS,22, N CANNON DR,T054,41.921965,-87.632085,8,18,0
2009-09-17,2009,9,17,CULEX PIPIENS/RESTUANS,10, W OHARE AIRPORT,T900,41.974689,-87.890615,9,53,0
2009-09-17,2009,9,17,CULEX PIPIENS/RESTUANS,10, W OHARE,T903,41.957799,-87.930995,5,6,0
2009-09-17,2009,9,17,CULEX PIPIENS/RESTUANS,39, N SPRINGFIELD AVE,T228,41.951866,-87.725057,8,10,0
2009-09-17,2009,9,17,CULEX PIPIENS,13, N LARAMIE AVE,T230,41.904194,-87.756155,9,2,0
2009-09-17,2009,9,17,CULEX PIPIENS/RESTUANS,13, N LARAMIE AVE,T230,41.904194,-87.756155,9,2,0
